Code,Family,Speaker,Vitality,Country,Digital Language Support
waa,Sahaptian,,Endangered,United States,Still
wab,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
wac,Chinookan,,Endangered,United States,Still
wad,Austronesian,Less than 10K,Endangered,Indonesia,Still
wae,Indo-European,10K to 1M,Endangered,Switzerland,Ascending
waf,Unclassified,,Endangered,Brazil,Still
wag,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
wah,Austronesian,Less than 10K,Stable,Indonesia,Still
wai,Tor-Kwerba,Less than 10K,Endangered,Indonesia,Still
waj,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
wal,Afro-Asiatic,1M to 1B,Institutional,Ethiopia,Emerging
wam,Algic,,Endangered,United States,Still
wan,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
wao,Yukian,,Endangered,United States,Still
wap,Maipurean,10K to 1M,Endangered,Guyana,Still
waq,Australian,,Endangered,Australia,Still
war,Austronesian,1M to 1B,Institutional,Philippines,Still
was,Language isolate,,Endangered,United States,Emerging
wat,Austronesian,Less than 10K,Institutional,Papua New Guinea,Still
wau,Maipurean,Less than 10K,Stable,Brazil,Still
wav,Niger-Congo,Less than 10K,Stable,Nigeria,Still
waw,Cariban,Less than 10K,Stable,Brazil,Emerging
wax,Ramu-Lower Sepik,Less than 10K,Stable,Papua New Guinea,Still
way,Cariban,Less than 10K,Stable,Suriname,Still
waz,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
wba,Language isolate,10K to 1M,Stable,Venezuela,Still
wbb,Austronesian,Less than 10K,Endangered,Indonesia,Still
wbe,Lakes Plain,Less than 10K,Endangered,Indonesia,Still
wbf,Niger-Congo,Less than 10K,Stable,Burkina Faso,Still
wbh,Niger-Congo,Less than 10K,Endangered,Tanzania,Still
wbi,Niger-Congo,10K to 1M,Stable,Tanzania,Still
wbj,Afro-Asiatic,10K to 1M,Endangered,Tanzania,Still
wbk,Indo-European,10K to 1M,Stable,Afghanistan,Still
wbl,Indo-European,10K to 1M,Stable,Afghanistan,Still
wbm,Austro-Asiatic,10K to 1M,Stable,China,Still
wbp,Australian,Less than 10K,Stable,Australia,Emerging
wbq,Dravidian,10K to 1M,Stable,India,Still
wbr,Indo-European,1M to 1B,Institutional,India,Still
wbs,Sign language,10K to 1M,Stable,India,
wbt,Australian,,Endangered,Australia,Still
wbv,Australian,,Endangered,Australia,Still
wbw,Austronesian,Less than 10K,Endangered,Indonesia,Still
wca,Yanomaman,Less than 10K,Stable,Brazil,Still
wci,Niger-Congo,10K to 1M,Stable,Togo,Still
wdd,Niger-Congo,10K to 1M,Stable,Gabon,Still
wdg,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
wdj,Australian,,Endangered,Australia,Still
wdk,Australian,,Extinct,Australia,Still
wdt,Iroquoian,,Endangered,Canada,
wdu,Australian,,Extinct,Australia,Still
wdy,Australian,,Extinct,Australia,Still
wea,Sino-Tibetan,,Extinct,Myanmar,Still
wec,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
wed,Austronesian,10K to 1M,Institutional,Papua New Guinea,Still
weh,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
wei,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
wem,Niger-Congo,10K to 1M,Stable,Benin,Still
weo,Austronesian,Less than 10K,Stable,Indonesia,Still
wep,Indo-European,,Stable,Germany,Emerging
wer,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
wes,Creole,1M to 1B,Institutional,Cameroon,Emerging
wet,Austronesian,Less than 10K,Endangered,Indonesia,Still
weu,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
wew,Austronesian,10K to 1M,Stable,Indonesia,Still
wfg,Pauwasi,Less than 10K,Endangered,Indonesia,Still
wga,Australian,,Extinct,Australia,Still
wgb,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
wgi,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
wgo,Austronesian,Less than 10K,Endangered,Indonesia,Still
wgu,Australian,,Endangered,Australia,Still
wgy,Australian,,Endangered,Australia,Still
wha,Austronesian,Less than 10K,Stable,Indonesia,Still
whg,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
whk,Austronesian,Less than 10K,Endangered,Indonesia,Still
whu,Austronesian,Less than 10K,Endangered,Indonesia,Still
wib,Niger-Congo,10K to 1M,Stable,Burkina Faso,Still
wic,Caddoan,,Endangered,United States,Still
wie,Australian,,Extinct,Australia,Still
wif,Australian,,Extinct,Australia,Still
wig,Australian,,Endangered,Australia,Still
wih,Australian,,Endangered,Australia,Still
wii,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
wij,Australian,,Endangered,Australia,Still
wik,Australian,,Endangered,Australia,Still
wil,Australian,,Extinct,Australia,Still
wim,Australian,Less than 10K,Endangered,Australia,Still
win,Siouan-Catawban,Less than 10K,Endangered,United States,Still
wir,Tupian,,Extinct,Brazil,Still
wiu,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
wiv,Austronesian,Less than 10K,Institutional,Papua New Guinea,Still
wiy,Algic,,Endangered,United States,Still
wja,Niger-Congo,10K to 1M,Stable,Nigeria,Still
wji,Afro-Asiatic,10K to 1M,Endangered,Nigeria,Still
wka,Afro-Asiatic,,Extinct,Tanzania,Still
wkb,Dravidian,10K to 1M,Endangered,India,Still
wkd,Austronesian,Less than 10K,Endangered,Indonesia,Still
wkl,Dravidian,Less than 10K,Endangered,India,Still
wkr,Australian,,Endangered,Australia,
wku,Dravidian,Less than 10K,Endangered,India,Still
wkw,Australian,,Endangered,Australia,Still
wky,Australian,,Extinct,Australia,Still
wla,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
wlc,Niger-Congo,10K to 1M,Stable,Comoros,Still
wle,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
wlh,Austronesian,Less than 10K,Stable,East Timor,
wli,West Papuan,Less than 10K,Endangered,Indonesia,Still
wlk,Eyak-Athabaskan,,Extinct,United States,Still
wll,Nilo-Saharan,Less than 10K,Stable,Sudan,Still
wln,Indo-European,10K to 1M,Endangered,Belgium,Ascending
wlo,Austronesian,10K to 1M,Endangered,Indonesia,Still
wlr,Austronesian,Less than 10K,Endangered,Vanuatu,Still
wls,Austronesian,10K to 1M,Stable,Wallis and Futuna,Still
wlu,Australian,,Extinct,Australia,Still
wlv,Matacoan,10K to 1M,Stable,Argentina,Still
wlw,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
wlx,Niger-Congo,10K to 1M,Stable,Ghana,Still
wmb,Australian,,Endangered,Australia,Still
wmd,Nambikwara,Less than 10K,Endangered,Brazil,Still
wme,Sino-Tibetan,10K to 1M,Stable,Nepal,Still
wmh,Austronesian,10K to 1M,Endangered,East Timor,Still
wmi,Australian,,Endangered,Australia,Still
wmm,Austronesian,10K to 1M,Endangered,Indonesia,Still
wmn,Austronesian,,Extinct,New Caledonia,Still
wmo,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
wms,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
wmt,Australian,Less than 10K,Endangered,Australia,Still
wmw,Niger-Congo,10K to 1M,Stable,Mozambique,Still
wmx,Skou,,Endangered,Papua New Guinea,Still
wnb,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
wnc,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
wnd,Australian,,Extinct,Australia,Still
wne,Indo-European,10K to 1M,Stable,Pakistan,Still
wng,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
wni,Niger-Congo,10K to 1M,Stable,Comoros,Emerging
wnk,Austronesian,10K to 1M,Stable,Indonesia,Still
wnn,Australian,,Extinct,Australia,Still
wno,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
wnp,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
wnu,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
wnw,Wintuan,,Extinct,United States,Still
wny,Australian,,Endangered,Australia,Still
woa,Australian,,Endangered,Australia,Still
wob,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
woc,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
wod,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
woe,Austronesian,Less than 10K,Stable,Micronesia,Still
wof,Niger-Congo,10K to 1M,Institutional,Gambia,Emerging
wog,Sepik,Less than 10K,Stable,Papua New Guinea,Still
woi,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
wok,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
wol,Niger-Congo,1M to 1B,Institutional,Senegal,Ascending
wom,Niger-Congo,Less than 10K,Stable,Nigeria,Still
won,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
woo,Austronesian,Less than 10K,Stable,Indonesia,Still
wor,East Geelvink Bay,,Endangered,Indonesia,Still
wos,Sepik,Less than 10K,Stable,Papua New Guinea,Still
wow,Austronesian,10K to 1M,Endangered,Indonesia,Still
woy,Unclassified,,Endangered,Ethiopia,Still
wpc,Sálivan,Less than 10K,Stable,Venezuela,Still
wrb,Australian,,Extinct,Australia,Still
wrg,Australian,,Endangered,Australia,Still
wrh,Australian,Less than 10K,Endangered,Australia,Still
wri,Australian,,Extinct,Australia,Still
wrk,Australian,Less than 10K,Endangered,Australia,Still
wrl,Australian,,Endangered,Australia,Still
wrm,Australian,Less than 10K,Endangered,Australia,Still
wrn,Niger-Congo,Less than 10K,Endangered,Sudan,Still
wro,Australian,,Endangered,Australia,Still
wrp,Austronesian,Less than 10K,Endangered,Indonesia,Still
wrr,Australian,,Endangered,Australia,Still
wrs,Border,Less than 10K,Stable,Papua New Guinea,Still
wru,Austronesian,Less than 10K,Endangered,Indonesia,Still
wrv,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
wrw,Australian,,Extinct,Australia,Still
wrx,Austronesian,Less than 10K,Endangered,Indonesia,Still
wry,Indo-European,1M to 1B,Stable,India,Still
wrz,Australian,,Extinct,Australia,Emerging
wsa,Lower Mamberamo,Less than 10K,Endangered,Indonesia,Still
wsg,Dravidian,10K to 1M,Institutional,India,Still
wsi,Austronesian,Less than 10K,Endangered,Vanuatu,Still
wsk,Trans-New Guinea,10K to 1M,Endangered,Papua New Guinea,Still
wsr,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
wss,Niger-Congo,10K to 1M,Stable,Ghana,Still
wsu,Unclassified,,Endangered,Brazil,Still
wsv,Indo-European,,Endangered,Afghanistan,Still
wtb,Niger-Congo,10K to 1M,Stable,Tanzania,
wtf,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
wti,Nilo-Saharan,10K to 1M,Institutional,Ethiopia,Still
wtk,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
wtm,Indo-European,10K to 1M,Stable,India,Still
wtw,Austronesian,Less than 10K,Endangered,Indonesia,Still
wua,Australian,,Endangered,Australia,Still
wub,Australian,,Endangered,Australia,Still
wud,Niger-Congo,Less than 10K,Endangered,Togo,Still
wuh,Mixed language,Less than 10K,Stable,China,Still
wul,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
wum,Niger-Congo,10K to 1M,Stable,Gabon,Still
wun,Niger-Congo,10K to 1M,Stable,Tanzania,Still
wut,Skou,Less than 10K,Stable,Papua New Guinea,Still
wuu,Sino-Tibetan,1M to 1B,Stable,China,Emerging
wuv,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
wux,Australian,,Extinct,Australia,Still
wuy,Austronesian,Less than 10K,Endangered,Indonesia,Still
wwa,Niger-Congo,10K to 1M,Stable,Benin,Still
wwb,Australian,,Extinct,Australia,Still
wwo,Austronesian,Less than 10K,Stable,Vanuatu,Still
wwr,Australian,,Extinct,Australia,Still
www,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
wxa,Unclassified,10K to 1M,Endangered,China,Still
wxw,Australian,,Extinct,Australia,Still
wyb,Australian,,Extinct,Australia,Still
wyi,Australian,,Endangered,Australia,Still
wym,Indo-European,,Endangered,Poland,Emerging
wyn,Iroquoian,,Endangered,United States,
wyr,Tupian,,Endangered,Brazil,Still
wyy,Austronesian,10K to 1M,Stable,Fiji,Still
xab,Niger-Congo,,Extinct,Nigeria,Still
xac,Sino-Tibetan,10K to 1M,Endangered,India,Still
xad,Unclassified,,Extinct,United States,Still
xai,Unclassified,,Endangered,Brazil,Still
xaj,Tupian,,Extinct,Brazil,Still
xak,Language isolate,,Extinct,Venezuela,Still
xal,Mongolic,10K to 1M,Endangered,Russian Federation,Ascending
xan,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
xao,Austro-Asiatic,10K to 1M,Stable,Viet Nam,Still
xap,Muskogean,,Extinct,United States,Still
xar,Trans-New Guinea,,Extinct,Papua New Guinea,Still
xas,Uralic,,Extinct,Russian Federation,Still
xat,Katukinan,,Endangered,Brazil,Still
xau,Tor-Kwerba,Less than 10K,Stable,Indonesia,Still
xav,Jean,10K to 1M,Stable,Brazil,Emerging
xaw,Uto-Aztecan,,Endangered,United States,Still
xay,Austronesian,Less than 10K,Endangered,Indonesia,Still
xbb,Australian,,Extinct,Australia,Still
xbd,Australian,,Extinct,Australia,Still
xbe,Australian,,Extinct,Australia,Still
xbg,Australian,,Extinct,Australia,Still
xbi,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
xbj,Australian,,Extinct,Australia,Still
xbn,Unclassified,,Extinct,Malaysia,Still
xbp,Australian,,Extinct,Australia,Still
xbr,Austronesian,10K to 1M,Stable,Indonesia,Still
xbw,Unclassified,,Endangered,Brazil,Still
xby,Australian,,Endangered,Australia,Still
xch,Chimakuan,,Extinct,United States,Still
xcm,Comecrudan,,Extinct,Mexico,Still
xcn,Comecrudan,,Extinct,Mexico,Still
xcv,Yukaghir,,Extinct,Russian Federation,Still
xcw,Comecrudan,,Extinct,Mexico,Still
xcy,Language isolate,,Extinct,United States,Still
xda,Australian,,Endangered,Australia,Still
xdk,Australian,,Endangered,Australia,Still
xdo,Niger-Congo,Less than 10K,Stable,Angola,
xdq,Nakh-Daghestanian,10K to 1M,Stable,Russian Federation,
xdy,Austronesian,10K to 1M,Stable,Indonesia,Still
xed,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
xel,Nilo-Saharan,Less than 10K,Endangered,Sudan,Still
xem,Austronesian,10K to 1M,Stable,Indonesia,Still
xer,Jean,Less than 10K,Stable,Brazil,Still
xes,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
xet,Tupian,,Endangered,Brazil,Still
xeu,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
xgb,Niger-Congo,,Extinct,Côte d’Ivoire.,Still
xgf,Uto-Aztecan,,Endangered,United States,Still
xgg,Australian,,Extinct,Australia,Still
xgi,Australian,,Extinct,Australia,Still
xgm,Australian,,Endangered,Australia,Still
xgr,Comecrudan,,Extinct,Mexico,Still
xgu,Australian,,Endangered,Australia,Still
xgw,Australian,,Extinct,Australia,Still
xhe,Indo-European,10K to 1M,Stable,Pakistan,Still
xho,Niger-Congo,1M to 1B,Institutional,South Africa,Vital
xhv,Austro-Asiatic,Less than 10K,Stable,Viet Nam,Still
xii,Khoe-Kwadi,Less than 10K,Endangered,South Africa,Still
xin,Language isolate,,Endangered,Guatemala,Still
xir,Maipurean,,Endangered,Brazil,Still
xis,Dravidian,10K to 1M,Stable,India,Still
xiy,Tupian,,Endangered,Brazil,Still
xjb,Australian,Less than 10K,Endangered,Australia,Still
xjt,Australian,,Extinct,Australia,Still
xka,Indo-European,Less than 10K,Endangered,Pakistan,Still
xkb,Niger-Congo,10K to 1M,Stable,Benin,Still
xkc,Indo-European,,Endangered,Iran,Still
xkd,Austronesian,Less than 10K,Endangered,Indonesia,Still
xke,Austronesian,Less than 10K,Endangered,Indonesia,Still
xkf,Sino-Tibetan,10K to 1M,Stable,Bhutan,Emerging
xkg,Niger-Congo,10K to 1M,Endangered,Mali,Still
xki,Sign language,10K to 1M,Stable,Kenya,Still
xkj,Indo-European,,Endangered,Iran,Still
xkk,Austro-Asiatic,Less than 10K,Stable,Cambodia,Still
xkl,Austronesian,10K to 1M,Endangered,Indonesia,Still
xkn,Austronesian,Less than 10K,Endangered,Indonesia,Still
xko,Austro-Asiatic,Less than 10K,Endangered,Laos,Still
xkp,Indo-European,,Endangered,Iran,Still
xkq,Austronesian,Less than 10K,Endangered,Indonesia,Still
xkr,Jean,,Endangered,Brazil,Still
xks,Austronesian,Less than 10K,Endangered,Indonesia,Still
xkt,Niger-Congo,Less than 10K,Endangered,Ghana,Still
xku,Niger-Congo,10K to 1M,Endangered,Congo,Still
xkv,Niger-Congo,10K to 1M,Stable,Botswana,Still
xkw,Unclassified,,Endangered,Indonesia,Still
xkx,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
xky,Austronesian,Less than 10K,Endangered,Malaysia,Still
xkz,Sino-Tibetan,10K to 1M,Endangered,Bhutan,Still
xla,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
xlb,Algic,,Extinct,United States,Still
xlo,Algic,,Extinct,United States,Still
xma,Niger-Congo,10K to 1M,Endangered,Somalia,Still
xmb,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
xmc,Niger-Congo,10K to 1M,Stable,Mozambique,Still
xmd,Afro-Asiatic,Less than 10K,Stable,Cameroon,Emerging
xmf,Kartvelian,10K to 1M,Stable,Georgia,Emerging
xmg,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
xmh,Australian,,Endangered,Australia,Still
xmj,Afro-Asiatic,Less than 10K,Stable,Cameroon,Emerging
xml,Sign language,10K to 1M,Stable,Malaysia,Still
xmm,Creole,1M to 1B,Institutional,Indonesia,Still
xmo,Tupian,Less than 10K,Endangered,Brazil,Still
xmp,Australian,,Extinct,Australia,Still
xmq,Australian,,Extinct,Australia,Still
xms,Sign language,10K to 1M,Stable,Morocco,Still
xmt,Austronesian,Less than 10K,Endangered,Indonesia,Still
xmu,Australian,,Extinct,Australia,Still
xmv,Austronesian,10K to 1M,Stable,Madagascar,Still
xmw,Austronesian,1M to 1B,Stable,Madagascar,Still
xmx,Austronesian,,Endangered,Indonesia,Still
xmy,Australian,,Extinct,Australia,Still
xmz,Austronesian,10K to 1M,Endangered,Indonesia,Still
xnb,Austronesian,,Endangered,China—Taiwan,Still
xnh,Austro-Asiatic,Less than 10K,Endangered,China,Still
xni,Australian,,Extinct,Australia,Still
xnj,Niger-Congo,10K to 1M,Stable,Tanzania,
xnk,Australian,,Extinct,Australia,Still
xnm,Australian,,Extinct,Australia,
xnn,Austronesian,10K to 1M,Stable,Philippines,Still
xnq,Niger-Congo,10K to 1M,Stable,Mozambique,
xnr,Indo-European,1M to 1B,Stable,India,Still
xns,Sino-Tibetan,Less than 10K,Endangered,India,Still
xnt,Algic,,Endangered,United States,Still
xnu,Australian,,Extinct,Australia,Still
xny,Australian,,Endangered,Australia,Still
xnz,Nilo-Saharan,10K to 1M,Endangered,Egypt,Still
xoc,Niger-Congo,,Extinct,Nigeria,Still
xod,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
xog,Niger-Congo,1M to 1B,Institutional,Uganda,Emerging
xoi,Ramu-Lower Sepik,Less than 10K,Endangered,Papua New Guinea,Still
xok,Jean,Less than 10K,Endangered,Brazil,Still
xom,Nilo-Saharan,10K to 1M,Stable,Sudan,Still
xon,Niger-Congo,10K to 1M,Stable,Ghana,Still
xoo,Language isolate,,Endangered,Brazil,Still
xop,Ramu-Lower Sepik,,Endangered,Papua New Guinea,Still
xor,Panoan,Less than 10K,Stable,Brazil,Still
xow,Trans-New Guinea,,Endangered,Papua New Guinea,Still
xpa,Australian,,Extinct,Australia,Still
xpb,Language isolate,,Extinct,Australia,
xpd,Language isolate,,Extinct,Australia,
xpe,Niger-Congo,10K to 1M,Stable,Liberia,Still
xpf,Language isolate,,Extinct,Australia,
xph,Language isolate,,Extinct,Australia,
xpj,Australian,,Extinct,Australia,Still
xpk,Panoan,,Endangered,Brazil,Still
xpl,Language isolate,,Extinct,Australia,
xpm,Yeniseian,,Extinct,Russian Federation,Still
xpn,Unclassified,,Endangered,Brazil,Still
xpo,Uto-Aztecan,,Extinct,Mexico,Still
xpq,Algic,,Endangered,United States,Still
xpv,Language isolate,,Extinct,Australia,
xpw,Language isolate,,Extinct,Australia,
xpx,Language isolate,,Extinct,Australia,
xpz,Language isolate,,Extinct,Australia,
xra,Jean,Less than 10K,Stable,Brazil,Still
xrb,Niger-Congo,10K to 1M,Stable,Burkina Faso,Still
xrd,Australian,,Endangered,Australia,Still
xre,Jean,,Endangered,Brazil,Still
xrg,Australian,,Extinct,Australia,Still
xri,Jean,Less than 10K,Stable,Brazil,Still
xrn,Yeniseian,,Extinct,Russian Federation,Still
xrt,Unclassified,,Extinct,United States,Still
xru,Australian,,Endangered,Australia,Still
xrw,Sepik,,Endangered,Papua New Guinea,Still
xsb,Austronesian,10K to 1M,Endangered,Philippines,Still
xse,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
xsh,Niger-Congo,,Stable,Nigeria,Still
xsi,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
xsj,Niger-Congo,10K to 1M,Endangered,Tanzania,
xsl,Eyak-Athabaskan,Less than 10K,Endangered,Canada,Emerging
xsm,Niger-Congo,10K to 1M,Institutional,Burkina Faso,Ascending
xsn,Niger-Congo,10K to 1M,Stable,Nigeria,Still
xsq,Niger-Congo,10K to 1M,Stable,Mozambique,Still
xsr,Sino-Tibetan,10K to 1M,Endangered,Nepal,Emerging
xsu,Yanomaman,Less than 10K,Stable,Venezuela,Still
xsv,Indo-European,,Extinct,Poland,Still
xsy,Austronesian,Less than 10K,Endangered,China—Taiwan,Still
xta,Otomanguean,10K to 1M,Stable,Mexico,Still
xtb,Otomanguean,Less than 10K,Endangered,Mexico,Still
xtc,Nilo-Saharan,10K to 1M,Endangered,Sudan,Still
xtd,Otomanguean,Less than 10K,Endangered,Mexico,Still
xte,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
xth,Unclassified,,Endangered,Australia,Still
xti,Otomanguean,Less than 10K,Stable,Mexico,Still
xtj,Otomanguean,Less than 10K,Endangered,Mexico,Still
xtl,Otomanguean,Less than 10K,Stable,Mexico,Still
xtm,Otomanguean,Less than 10K,Endangered,Mexico,Still
xtn,Otomanguean,Less than 10K,Stable,Mexico,Still
xtp,Otomanguean,Less than 10K,Endangered,Mexico,Still
xts,Otomanguean,,Endangered,Mexico,Still
xtt,Otomanguean,Less than 10K,Endangered,Mexico,Still
xtu,Otomanguean,Less than 10K,Endangered,Mexico,Still
xtv,Australian,,Extinct,Australia,Still
xtw,Nambikwara,,Endangered,Brazil,Still
xty,Otomanguean,10K to 1M,Stable,Mexico,Still
xua,Dravidian,Less than 10K,Endangered,India,Still
xub,Dravidian,10K to 1M,Stable,India,Still
xud,Australian,,Endangered,Australia,Still
xug,Japonic,Less than 10K,Endangered,Japan,Still
xuj,Dravidian,10K to 1M,Stable,India,Still
xul,Australian,,Extinct,Australia,Still
xun,Australian,,Extinct,Australia,Still
xuo,Niger-Congo,10K to 1M,Stable,Chad,Emerging
xup,Eyak-Athabaskan,,Extinct,United States,Still
xut,Australian,,Extinct,Australia,Still
xuu,Khoe-Kwadi,Less than 10K,Stable,Namibia,Still
xvi,Indo-European,10K to 1M,Stable,Afghanistan,Still
xwa,Language isolate,,Endangered,Brazil,Still
