Code,Language,Family
tvi,Tulai,Afro-Asiatic
tvk,Southeast Ambrym,Austronesian
tvl,Tuvaluan,Austronesian
tvm,Tela-Masbuar,Austronesian
tvn,Tavoyan,Sino-Tibetan
tvo,Tidore,West Papuan
tvs,Taveta,Niger-Congo
tvt,"Naga, Tutsa",Sino-Tibetan
tvu,Tunen,Niger-Congo
tvw,Sedoa,Austronesian
tvx,Taivoan,Austronesian
tvy,"Pidgin, Timor",Creole
twa,Twana,Salish
twb,Tawbuid,Austronesian
twc,Teshenawa,Afro-Asiatic
twd,Twents,Indo-European
twe,Teiwa,Trans-New Guinea
twf,"Tiwa, Northern",Kiowa-Tanoan
twg,Tereweng,Trans-New Guinea
twh,Tai Dón,Kra-Dai
twl,Tawara,Niger-Congo
twm,"Monpa, Tawang",Sino-Tibetan
twn,Twendi,Niger-Congo
two,Tswapong,Niger-Congo
twp,Ere,Austronesian
twq,Tasawaq,Nilo-Saharan
twr,"Tarahumara, Southwestern",Uto-Aztecan
twt,Turiwára,Tupian
twu,Termanu,Austronesian
tww,Tuwari,Sepik
twx,Tewe,Niger-Congo
twy,Tawoyan,Austronesian
txa,Tombonuo,Austronesian
txc,Tsetsaut,Eyak-Athabaskan
txe,Totoli,Austronesian
txi,Ikpeng,Cariban
txj,Tarjumo,Nilo-Saharan
txm,Tomini,Austronesian
txn,West Tarangan,Austronesian
txo,Toto,Sino-Tibetan
txq,Tii,Austronesian
txs,Tonsea,Austronesian
txt,Citak,Trans-New Guinea
txu,Kayapó,Jean
txx,Tatana,Austronesian
txy,"Malagasy, Tanosy",Austronesian
tya,Tauya,Trans-New Guinea
tye,Kyanga,Niger-Congo
tyh,O’du,Austro-Asiatic
tyi,Teke-Tsaayi,Niger-Congo
tyj,Tai Yo,Kra-Dai
tyl,Thu Lao,Kra-Dai
tyn,Kombai,Trans-New Guinea
typ,Thaypan,Australian
tyr,Tai Daeng,Kra-Dai
tys,Tày Sa Pa,Kra-Dai
tyt,Tày Tac,Kra-Dai
tyu,Kua,Khoe-Kwadi
tyx,Teke-Tyee,Niger-Congo
tyy,Tiyaa,Niger-Congo
tyz,Tày,Kra-Dai
tza,Tanzanian Sign Language,Sign language
tzh,Tzeltal,Mayan
tzj,Tz’utujil,Mayan
tzm,Central Atlas Tamazight,Afro-Asiatic
tzn,Tugun,Austronesian
tzo,Tzotzil,Mayan
tzx,Karawari,Ramu-Lower Sepik
uam,Uamué,Language isolate
uan,Kuan,Kra-Dai
uar,Tairuma,Trans-New Guinea
uba,Ubang,Niger-Congo
ubi,Ubi,Afro-Asiatic
ubl,Buhi’non Bikol,Austronesian
ubr,Ubir,Austronesian
ubu,Umbu-Ungu,Trans-New Guinea
uby,Ubykh,Abkhaz-Adyghe
uda,Uda,Niger-Congo
ude,Udihe,Tungusic
udg,Muduga,Dravidian
udi,Udi,Nakh-Daghestanian
udj,Ujir,Austronesian
udl,Wuzlam,Afro-Asiatic
udm,Udmurt,Uralic
udu,Uduk,Nilo-Saharan
ues,Kioko,Austronesian
ufi,Ufim,Trans-New Guinea
ugb,Kuku-Ugbanh,Australian
uge,Ughele,Austronesian
ugh,Kubachi,Nakh-Daghestanian
ugn,Ugandan Sign Language,Sign language
ugo,Ugong,Sino-Tibetan
ugy,Uruguayan Sign Language,Sign language
uha,Uhami,Niger-Congo
uhn,Damal,Trans-New Guinea
uig,Uyghur,Turkic
uis,Uisai,South Bougainville
uiv,Iyive,Niger-Congo
uji,Tanjijili,Niger-Congo
uka,Kaburi,Trans-New Guinea
ukg,Ukuriguma,Trans-New Guinea
ukh,Ukhwejo,Niger-Congo
uki,Kui,Dravidian
ukk,Muak Sa-aak,Austro-Asiatic
ukl,Ukrainian Sign Language,Sign language
ukp,Bukpe,Niger-Congo
ukq,Ukwa,Niger-Congo
ukr,Ukrainian,Indo-European
uks,Kaapor Sign Language,Sign language
uku,Ukue,Niger-Congo
ukv,Kuku,Nilo-Saharan
ukw,Ukwuani-Aboh-Ndoni,Niger-Congo
uky,Kuuk-Yak,Australian
ula,Fungwa,Niger-Congo
ulb,Ulukwumi,Niger-Congo
ulc,Ulch,Tungusic
ule,Lule,Unclassified
ulf,Usku,Unclassified
uli,Ulithian,Austronesian
ulk,Meriam Mir,Eastern Trans-Fly
ull,Ullatan,Dravidian
ulm,Ulumanda’,Austronesian
uln,Unserdeutsch,Creole
ulu,Uma’ Lung,Austronesian
ulw,Ulwa,Misumalpan
uly,Buli,Afro-Asiatic
uma,Umatilla,Sahaptian
umb,Umbundu,Niger-Congo
umd,Umbindhamu,Australian
umi,Ukit,Austronesian
umm,Umon,Niger-Congo
umn,Paungnyuan Naga,Sino-Tibetan
umo,Umotína,Bororoan
ump,Umpila,Australian
umr,Umbugarla,Australian
ums,Pendau,Austronesian
umu,Munsee,Algic
una,"Kodut, North",Austronesian
une,Uneme,Niger-Congo
ung,Ngarinyin,Australian
uni,Uni,Skou
unk,Enawené-Nawé,Maipurean
unm,Unami,Algic
unr,Mundari,Austro-Asiatic
unu,Unubahe,Austronesian
unx,Munda,Austro-Asiatic
unz,"Kaili, Unde",Austronesian
uon,Kulon,Austronesian
upi,Umeda,Border
upv,Uripiv-Wala-Rano-Atchin,Austronesian
ura,Urarina,Language isolate
urb,Kaapor,Tupian
urc,Urningangg,Australian
urd,Urdu,Indo-European
ure,Uru,Chipaya-Uru
urf,Uradhi,Australian
urg,Kobuka,Trans-New Guinea
urh,Urhobo,Niger-Congo
uri,Urim,Torricelli
urk,Urak Lawoi’,Austronesian
url,Urali,Dravidian
urm,Urapmin,Trans-New Guinea
urn,Uruangnirin,Austronesian
uro,Ura,East New Britain
urp,Uru-Pa-In,Tupian
urr,Löyöp,Austronesian
urt,Urat,Torricelli
uru,Urumi,Tupian
urv,Uruava,Austronesian
urw,Sob,Trans-New Guinea
urx,Urimo,Torricelli
ury,Orya,Tor-Kwerba
urz,Uru-Eu-Wau-Wau,Tupian
usa,Usarufa,Trans-New Guinea
ush,Ushojo,Indo-European
usi,Usoi,Sino-Tibetan
usk,Usaghade,Niger-Congo
usp,Uspanteko,Mayan
uss,us-Saare,Niger-Congo
usu,Uya,Trans-New Guinea
uta,Itang,Niger-Congo
ute,Ute-Southern Paiute,Uto-Aztecan
uth,ut-Hun,Niger-Congo
utp,Amba,Austronesian
utr,Etulo,Niger-Congo
uum,Urum,Turkic
uur,Ura,Austronesian
uuu,U,Austro-Asiatic
uve,Fagauvea,Austronesian
uvh,Uri,Trans-New Guinea
uvl,Lote,Austronesian
uwa,Kuku-Uwanh,Australian
uya,Doko-Uyanga,Niger-Congo
uzn,Northern Uzbek,Turkic
uzs,Southern Uzbek,Turkic
vaa,Vaagri Booli,Indo-European
vae,Vale,Nilo-Saharan
vaf,Vafsi,Indo-European
vag,Vagla,Niger-Congo
vah,Varhadi-Nagpuri,Indo-European
vai,Vai,Niger-Congo
vaj,Northwestern !Kung,Kx’a
val,Vehes,Austronesian
vam,Dumo,Skou
van,Walman,Torricelli
vao,Vao,Austronesian
vap,Vaiphei,Sino-Tibetan
var,Huarijío,Uto-Aztecan
vas,Vasavi,Indo-European
vau,Vanuma,Niger-Congo
vav,Varli,Indo-European
vay,Wayu,Sino-Tibetan
vbb,"Babar, Southeast",Austronesian
vbk,"Bontok, Southwestern",Austronesian
vec,Venetian,Indo-European
ved,Veddah,Indo-European
vel,Veluws,Indo-European
vem,Vemgo-Mabas,Afro-Asiatic
ven,Venda,Niger-Congo
veo,Ventureño,Chumashan
vep,Veps,Uralic
ver,Verre,Niger-Congo
vgr,Vaghri,Indo-European
vgt,Flemish Sign Language,Sign language
vic,Virgin Islands English Creole,Creole
vid,Vidunda,Niger-Congo
vie,Vietnamese,Austro-Asiatic
vif,Vili,Niger-Congo
vig,Viemo,Niger-Congo
vil,Vilela,Language isolate
vin,Vinza,Niger-Congo
vis,Vishavan,Dravidian
vit,Viti,Niger-Congo
viv,Iduna,Austronesian
vjk,Bajjika,Indo-European
vka,Kariyarra,Australian
vkj,Kujarge,Unclassified
vkk,Kaur,Austronesian
vkl,Kulisusu,Austronesian
vkm,Kamakan,Kamakanan
vkn,Koro Nulu,Niger-Congo
vko,Kodeoha,Austronesian
vkp,Korlai Portuguese Creole,Creole
vkt,"Malay, Tenggarong Kutai",Austronesian
vku,Kurrama,Australian
vkz,Koro Zuba,Niger-Congo
vlp,Valpei,Austronesian
vls,West Flemish,Indo-European
vma,Martuyhunira,Australian
vmb,Barbaram,Australian
vmc,"Mixtec, Juxtlahuaca",Otomanguean
vmd,"Koraga, Mudu",Dravidian
vme,"Masela, East",Austronesian
vmf,Eastern Franconian,Indo-European
vmg,Vinitiri,Austronesian
vmh,Maraghei,Indo-European
vmi,Miwa,Australian
vmj,Ixtayutla Mixtec,Otomanguean
vmk,Makhuwa-Shirima,Niger-Congo
vml,Malgana,Australian
vmm,Mitlatongo Mixtec,Otomanguean
vmp,Soyaltepec Mazatec,Otomanguean
vmq,"Mixtec, Soyaltepec",Otomanguean
vmr,Marenje,Niger-Congo
vms,Moksela,Austronesian
vmu,Muluridyi,Australian
vmv,"Maidu, Valley",Maiduan
vmw,Makhuwa,Niger-Congo
vmx,"Mixtec, Tamazola",Otomanguean
vmy,Ayautla Mazatec,Otomanguean
vmz,Mazatlán Mazatec,Otomanguean
vnk,Lovono,Austronesian
vnm,Neve’ei,Austronesian
vnp,Vunapu,Austronesian
vor,Voro,Niger-Congo
vot,Vod,Uralic
vra,Vera’a,Austronesian
vro,Võro,Uralic
vrs,Varisi,Austronesian
vrt,Banam Bay,Austronesian
vsi,Moldova Sign Language,Sign language
vsl,Venezuelan Sign Language,Sign language
vsv,Valencian Sign Language,Sign language
vto,Vitou,Tor-Kwerba
vum,Vumbu,Niger-Congo
vun,Vunjo,Niger-Congo
vut,Vute,Niger-Congo
vwa,Awa,Austro-Asiatic
waa,Walla Walla,Sahaptian
wab,Yote,Austronesian
wac,Wasco-Wishram,Chinookan
wad,Wamesa,Austronesian
wae,Walser,Indo-European
waf,Wakoná,Unclassified
wag,Wa’ema,Austronesian
wah,Watubela,Austronesian
wai,Wares,Tor-Kwerba
waj,Waffa,Trans-New Guinea
wal,Wolaytta,Afro-Asiatic
wam,Wampanoag,Algic
wan,Wan,Niger-Congo
wao,Wappo,Yukian
wap,Wapishana,Maipurean
waq,Wagiman,Australian
war,Waray-Waray,Austronesian
was,Washo,Language isolate
wat,Kaninuwa,Austronesian
wau,Waurá,Maipurean
wav,Waka,Niger-Congo
waw,Waiwai,Cariban
wax,Marangis,Ramu-Lower Sepik
way,Wayana,Cariban
waz,Wampur,Austronesian
wba,Warao,Language isolate
wbb,Wabo,Austronesian
wbe,Waritai,Lakes Plain
wbf,Wara,Niger-Congo
wbh,Wanda,Niger-Congo
wbi,Vwanji,Niger-Congo
wbj,Alagwa,Afro-Asiatic
wbk,Waigali,Indo-European
wbl,Wakhi,Indo-European
wbm,Vo Wa,Austro-Asiatic
wbp,Warlpiri,Australian
wbq,Waddar,Dravidian
wbr,Wagdi,Indo-European
wbs,West Bengal Sign Language,Sign language
wbt,Warnman,Australian
wbv,Wajarri,Australian
wbw,Woi,Austronesian
wca,Yanomámi,Yanomaman
wci,"Gbe, Waci",Niger-Congo
wdd,Wandji,Niger-Congo
wdg,Wadaginam,Trans-New Guinea
wdj,Wadjiginy,Australian
wdk,Wadikali,Australian
wdt,Wendat,Iroquoian
wdu,Wadjigu,Australian
wdy,Wadjabangayi,Australian
wea,Wewaw,Sino-Tibetan
wec,Wè Western,Niger-Congo
wed,Wedau,Austronesian
weh,Weh,Niger-Congo
wei,Kiunum,Trans-New Guinea
wem,"Gbe, Weme",Niger-Congo
weo,Wemale,Austronesian
wep,Westphalien,Indo-European
wer,Amam,Trans-New Guinea
wes,Cameroon Pidgin,Creole
wet,Perai,Austronesian
weu,"Chin, Rawngtu",Sino-Tibetan
wew,Wejewa,Austronesian
wfg,Zorop,Pauwasi
wga,Wagaya,Australian
wgb,Wagawaga,Austronesian
wgi,Wahgi,Trans-New Guinea
wgo,Ambel,Austronesian
wgu,Wirangu,Australian
wgy,Warrgamay,Australian
wha,Sou Upaa,Austronesian
whg,Yuwei,Trans-New Guinea
whk,"Kenyah, Wahau",Austronesian
whu,"Kayan, Wahau",Austronesian
wib,Southern Toussian,Niger-Congo
wic,Wichita,Caddoan
wie,Wik-Epa,Australian
wif,Wik-Keyangan,Australian
wig,Wik Ngathan,Australian
wih,Wik-Me’anha,Australian
wii,Minidien,Torricelli
wij,Wik-Iiyanh,Australian
wik,Wikalkan,Australian
wil,Wilawila,Australian
wim,Wik-Mungkan,Australian
win,Ho-Chunk,Siouan-Catawban
wir,Wiraféd,Tupian
wiu,Witu,Trans-New Guinea
wiv,Vitu,Austronesian
wiy,Wiyot,Algic
wja,Waja,Niger-Congo
wji,Warji,Afro-Asiatic
wka,Kw’adza,Afro-Asiatic
wkb,Kumbaran,Dravidian
wkd,Mo,Austronesian
wkl,Kalanadi,Dravidian
wkr,Keerray-Woorroong,Australian
wku,Kunduvadi,Dravidian
wkw,Wakawaka,Australian
wky,Wangkayutyuru,Australian
wla,Walio,Sepik
wlc,"Comorian, Mwali",Niger-Congo
wle,Wolane,Afro-Asiatic
wlh,Welaun,Austronesian
wli,Waioli,West Papuan
wlk,Wailaki,Eyak-Athabaskan
wll,Wali,Nilo-Saharan
wln,Walloon,Indo-European
wlo,Wolio,Austronesian
wlr,Wailapa,Austronesian
wls,Wallisian,Austronesian
wlu,Wuliwuli,Australian
wlv,Bermejo Wichí,Matacoan
wlw,Walak,Trans-New Guinea
wlx,Wali,Niger-Congo
wmb,Wambaya,Australian
wmd,Mamaindê,Nambikwara
wme,Wambule,Sino-Tibetan
wmh,Waima’a,Austronesian
wmi,Wamin,Australian
wmm,Maiwa,Austronesian
wmn,Waamwang,Austronesian
wmo,Wom,Torricelli
wms,Wambon,Trans-New Guinea
wmt,Walmajarri,Australian
wmw,Mwani,Niger-Congo
wmx,Pin,Skou
wnb,Mokati,Trans-New Guinea
wnc,Wantoat,Trans-New Guinea
wnd,Wandarang,Australian
wne,Waneci,Indo-European
wng,Wanggom,Trans-New Guinea
wni,Ndzwani Comorian,Niger-Congo
wnk,Wanukaka,Austronesian
wnn,Wunumara,Australian
wno,Wano,Trans-New Guinea
wnp,Wanap,Torricelli
wnu,Usan,Trans-New Guinea
wnw,Wintu,Wintuan
wny,Waanyi,Australian
woa,Kuwema,Australian
wob,Wè Northern,Niger-Congo
woc,Wogeo,Austronesian
wod,Wolani,Trans-New Guinea
woe,Woleaian,Austronesian
wof,Gambian Wolof,Niger-Congo
wog,Wogamusin,Sepik
woi,Kamang,Trans-New Guinea
wok,Longto,Niger-Congo
wol,Wolof,Niger-Congo
wom,Wom,Niger-Congo
won,Wongo,Niger-Congo
woo,Manombai,Austronesian
wor,Woria,East Geelvink Bay
wos,Hanga Hundi,Sepik
wow,Wawonii,Austronesian
woy,Weyto,Unclassified
wpc,Maco,Sálivan
wrb,Waluwarra,Australian
wrg,Warungu,Australian
wrh,Wiradjuri,Australian
wri,Wariyangga,Australian
wrk,Garrwa,Australian
wrl,Warlmanpa,Australian
wrm,Warumungu,Australian
wrn,Warnang,Niger-Congo
wro,Worrorra,Australian
wrp,Waropen,Austronesian
wrr,Wardaman,Australian
wrs,Waris,Border
wru,Waru,Austronesian
wrv,Waruna,Trans-New Guinea
wrw,Gugu Warra,Australian
wrx,Wae Rana,Austronesian
wry,Merwari,Indo-European
wrz,Waray,Australian
wsa,Warembori,Lower Mamberamo
wsg,Adilabad Gondi,Dravidian
wsi,Wusi,Austronesian
wsk,Waskia,Trans-New Guinea
wsr,Owenia,Trans-New Guinea
wss,Wasa,Niger-Congo
wsu,Wasu,Unclassified
wsv,Degano,Indo-European
wtb,Matambwe,Niger-Congo
wtf,Watiwa,Trans-New Guinea
wti,Berta,Nilo-Saharan
wtk,Watakataui,Sepik
wtm,Mewati,Indo-European
wtw,Wotu,Austronesian
wua,Wikngenchera,Australian
wub,Wunambal,Australian
wud,Wudu,Niger-Congo
wuh,Wutunhua,Mixed language
wul,Silimo,Trans-New Guinea
wum,Wumbvu,Niger-Congo
wun,Bungu,Niger-Congo
wut,Wutung,Skou
wuu,Wu Chinese,Sino-Tibetan
wuv,Wuvulu-Aua,Austronesian
wux,Wulna,Australian
wuy,Wauyai,Austronesian
wwa,Waama,Niger-Congo
wwb,Wakabunga,Australian
wwo,Dorig,Austronesian
wwr,Warrwa,Australian
www,Wawa,Niger-Congo
wxa,Waxianghua,Unclassified
wxw,Wardandi,Australian
wyb,Wangaaybuwan-Ngiyambaa,Australian
wyi,Woiwurrung,Australian
wym,Wymysorys,Indo-European
wyn,Wyandot,Iroquoian
wyr,Wayoró,Tupian
wyy,"Fijian, Western",Austronesian
xab,Sambe,Niger-Congo
xac,Kachari,Sino-Tibetan
xad,Adai,Unclassified
xai,Kaimbé,Unclassified
xaj,Ararandewára,Tupian
xak,Máku,Language isolate
xal,Kalmyk-Oirat,Mongolic
xan,Xamtanga,Afro-Asiatic
xao,Khao,Austro-Asiatic
xap,Apalachee,Muskogean
xar,Karami,Trans-New Guinea
xas,Kamas,Uralic
xat,Katawixi,Katukinan
xau,Kauwera,Tor-Kwerba
xav,Xavánte,Jean
xaw,Kawaiisu,Uto-Aztecan
xay,Kayan Mahakam,Austronesian
xbb,Lower Burdekin,Australian
xbd,Bindal,Australian
xbe,Bigambal,Australian
xbg,Bunganditj,Australian
xbi,Kombio,Torricelli
xbj,Birrpayi,Australian
xbn,Kenaboi,Unclassified
xbp,Bibbulman,Australian
xbr,Kambera,Austronesian
xbw,Kambiwá,Unclassified
xby,Batjala,Australian
xch,Chemakum,Chimakuan
xcm,Comecrudo,Comecrudan
xcn,Cotoname,Comecrudan
xcv,Chuvantsy,Yukaghir
xcw,Coahuilteco,Comecrudan
xcy,Cayuse,Language isolate
xda,Darkinyung,Australian
xdk,Dharuk,Australian
xdo,Kwandu,Niger-Congo
xdq,Kaitag,Nakh-Daghestanian
xdy,Malayic Dayak,Austronesian
xed,Hdi,Afro-Asiatic
xel,Kelo,Nilo-Saharan
xem,Mateq,Austronesian
xer,Xerénte,Jean
xes,Koromu,Trans-New Guinea
xet,Xetá,Tupian
xeu,Keoru-Ahia,Trans-New Guinea
xgb,Gbin,Niger-Congo
xgf,Gabrielino-Fernandeño,Uto-Aztecan
xgg,Goreng,Australian
xgi,Garingbal,Australian
xgm,Dharumbal,Australian
xgr,Garza,Comecrudan
xgu,Unggumi,Australian
xgw,Guwa,Australian
xhe,Khetrani,Indo-European
xho,Xhosa,Niger-Congo
xhv,Khua,Austro-Asiatic
xii,Xiri,Khoe-Kwadi
xin,Xinca,Language isolate
xir,Xiriâna,Maipurean
xis,Kisan,Dravidian
xiy,Xipaya,Tupian
xjb,Minjungbal,Australian
xjt,Jaitmatang,Australian
xka,Kalkoti,Indo-European
xkb,"Nago, Northern",Niger-Congo
xkc,Kho’ini,Indo-European
xkd,"Kayan, Mendalam",Austronesian
xke,Kereho,Austronesian
xkf,Khengkha,Sino-Tibetan
xkg,Kagoro,Niger-Congo
xki,Kenyan Sign Language,Sign language
xkj,Kajali,Indo-European
xkk,Kachok,Austro-Asiatic
xkl,"Kenyah, Mainstream",Austronesian
xkn,"Kayan, Kayan River",Austronesian
xko,Kiorr,Austro-Asiatic
xkp,Kabatei,Indo-European
xkq,Koroni,Austronesian
xkr,Xakriabá,Jean
xks,Kumbewaha,Austronesian
xkt,Kantosi,Niger-Congo
xku,Kaamba,Niger-Congo
xkv,Kgalagadi,Niger-Congo
xkw,Kembra,Unclassified
xkx,Karore,Austronesian
xky,Uma’ Lasan,Austronesian
xkz,Kurtokha,Sino-Tibetan
xla,Kamula,Trans-New Guinea
xlb,Loup B,Algic
xlo,Loup A,Algic
xma,Mushungulu,Niger-Congo
xmb,Mbonga,Niger-Congo
xmc,Makhuwa-Marrevone,Niger-Congo
xmd,Mbudum,Afro-Asiatic
xmf,Mingrelian,Kartvelian
xmg,Mengaka,Niger-Congo
xmh,Kugu-Muminh,Australian
xmj,Majera,Afro-Asiatic
xml,Malaysian Sign Language,Sign language
xmm,Manado Malay,Creole
xmo,Morerebi,Tupian
xmp,Kuku-Mu’inh,Australian
xmq,Kuku-Mangk,Australian
xms,Moroccan Sign Language,Sign language
xmt,Matbat,Austronesian
xmu,Kamu,Australian
xmv,Antankarana Malagasy,Austronesian
xmw,Tsimihety Malagasy,Austronesian
xmx,Salawati,Austronesian
xmy,Mayaguduna,Australian
xmz,Mori Bawah,Austronesian
xnb,Kanakanabu,Austronesian
xnh,Kuanhua,Austro-Asiatic
xni,Ngarigu,Australian
xnj,Chingoni,Niger-Congo
xnk,Nganakarti,Australian
xnm,Ngumbarl,Australian
xnn,"Kankanay, Northern",Austronesian
xnq,Xingoni,Niger-Congo
xnr,Kangri,Indo-European
xns,Kanashi,Sino-Tibetan
xnt,Narragansett,Algic
xnu,Nunukul,Australian
xny,Nyiyaparli,Australian
xnz,Mattokki,Nilo-Saharan
xoc,O’chi’chi’,Niger-Congo
xod,Kokoda,Trans-New Guinea
xog,Soga,Niger-Congo
xoi,Kominimung,Ramu-Lower Sepik
xok,Xokleng,Jean
xom,Komo,Nilo-Saharan
xon,Konkomba,Niger-Congo
xoo,Xukurú,Language isolate
xop,Kopar,Ramu-Lower Sepik
xor,Korubo,Panoan
xow,Kowaki,Trans-New Guinea
xpa,Pirriya,Australian
xpb,"Tasmanian, Northeastern",Language isolate
xpd,"Tasmanian, Oyster Bay",Language isolate
xpe,Liberia Kpelle,Niger-Congo
xpf,"Tasmanian, Southeast",Language isolate
xph,"Tasmanian, North Midlands",Language isolate
xpj,Mpalitjanh,Australian
xpk,Kulina Pano,Panoan
xpl,"Tasmanian, Port Sorell",Language isolate
xpm,Pumpokol,Yeniseian
xpn,Kapinawá,Unclassified
xpo,Pochutec,Uto-Aztecan
xpq,Mohegan-Pequot,Algic
xpv,"Tasmanian, Northern",Language isolate
xpw,"Tasmanian, Northwestern",Language isolate
xpx,"Tasmanian, Southwestern",Language isolate
xpz,"Tasmanian, Bruny Island",Language isolate
xra,Krahô,Jean
xrb,Eastern Karaboro,Niger-Congo
xrd,Gundungurra,Australian
xre,Kreye,Jean
xrg,Minang,Australian
xri,Krikati-Timbira,Jean
xrn,Arin,Yeniseian
xrt,Aranama-Tamique,Unclassified
xru,Marriammu,Australian
xrw,Karawa,Sepik
xsb,Sambal,Austronesian
xse,Sempan,Trans-New Guinea
xsh,Shamang,Niger-Congo
xsi,Sio,Austronesian
xsj,Subi,Niger-Congo
xsl,South Slavey,Eyak-Athabaskan
xsm,Kasem,Niger-Congo
xsn,Sanga,Niger-Congo
xsq,Makhuwa-Saka,Niger-Congo
xsr,Sherpa,Sino-Tibetan
xsu,Sanumá,Yanomaman
xsv,Sudovian,Indo-European
xsy,Saisiyat,Austronesian
xta,Alcozauca Mixtec,Otomanguean
xtb,"Mixtec, Chazumba",Otomanguean
xtc,Katcha-Kadugli-Miri,Nilo-Saharan
xtd,Diuxi-Tilantongo Mixtec,Otomanguean
xte,Ketengban,Trans-New Guinea
xth,Yitha Yitha,Unclassified
xti,Sinicahua Mixtec,Otomanguean
xtj,San Juan Teita Mixtec,Otomanguean
xtl,"Mixtec, Tijaltepec",Otomanguean
xtm,Magdalena Peñasco Mixtec,Otomanguean
xtn,Northern Tlaxiaco Mixtec,Otomanguean
xtp,"Mixtec, San Miguel Piedras",Otomanguean
xts,"Mixtec, Sindihui",Otomanguean
xtt,"Mixtec, Tacahua",Otomanguean
xtu,"Mixtec, Cuyamecalco",Otomanguean
xtv,Thawa,Australian
xtw,Tawandê,Nambikwara
xty,"Mixtec, Yoloxóchitl",Otomanguean
xua,"Kurumba, Alu",Dravidian
xub,Betta Kurumba,Dravidian
xud,Umiida,Australian
xug,Kunigami,Japonic
xuj,"Kurumba, Jennu",Dravidian
xul,Ngunawal,Australian
xun,Unggaranggu,Australian
xuo,Kuo,Niger-Congo
xup,Upper Umpqua,Eyak-Athabaskan
xut,Kuthant,Australian
xuu,Khwedam,Khoe-Kwadi
xvi,Kamviri,Indo-European
xwa,Kwaza,Language isolate
xwc,Woccon,Siouan-Catawban
xwd,Wadi Wadi,Australian
xwe,"Gbe, Xwela",Niger-Congo
xwg,Kwegu,Nilo-Saharan
xwj,Wajuk,Australian
xwl,"Gbe, Western Xwla",Niger-Congo
xwr,Kwerba Mamberamo,Tor-Kwerba
xww,Wemba Wemba,Australian
xxb,Boro,Niger-Congo
xxk,Ke’o,Austronesian
xxm,Minkin,Australian
xxr,Koropó,Purian
xxt,Tambora,Unclassified
xya,Yaygir,Australian
xyj,Mayi-Yapi,Australian
xyk,Mayi-Kulan,Australian
xyl,Yalakalore,Nambikwara
xyt,Mayi-Thakurti,Australian
xyy,Yorta Yorta,Australian
xzm,Zemgalian,Indo-European
yaa,Yaminahua,Panoan
yab,Yuhup,Puinavean
yac,"Yali, Pass Valley",Trans-New Guinea
yad,Yagua,Yaguan
yae,Pumé,Unclassified
yaf,Yaka,Niger-Congo
yag,Yámana,Language isolate
yah,Yazghulami,Indo-European
yai,Yagnobi,Indo-European
yaj,Banda-Yangere,Niger-Congo
yak,Yakama,Sahaptian
yal,Yalunka,Niger-Congo
yam,Yamba,Niger-Congo
yan,Mayangna,Misumalpan
yao,Yao,Niger-Congo
yap,Yapese,Austronesian
yaq,Yaqui,Uto-Aztecan
yar,Yabarana,Cariban
yas,Nugunu,Niger-Congo
yat,Yambeta,Niger-Congo
yau,Hodï,Language isolate
yav,Yangben,Niger-Congo
yaw,Yawalapití,Maipurean
yax,Yauma,Niger-Congo
yay,Agwagwune,Niger-Congo
yaz,Lokaa,Niger-Congo
yba,Yala,Niger-Congo
ybb,Yemba,Niger-Congo
ybe,"Yugur, West",Turkic
ybh,Yakkha,Sino-Tibetan
ybi,Yamphu,Sino-Tibetan
ybj,Hasha,Niger-Congo
ybk,Bokha,Sino-Tibetan
ybl,Yukuben,Niger-Congo
ybm,Yaben,Trans-New Guinea
ybn,Yabaâna,Maipurean
ybo,Yabong,Trans-New Guinea
ybx,Yawiyo,Sepik
yby,Yaweyuha,Trans-New Guinea
ych,Chesu,Sino-Tibetan
ycl,Lolopo,Sino-Tibetan
ycn,Yucuna,Maipurean
ycp,Chepya,Sino-Tibetan
ycr,Yilan Creole,Creole
ydd,Eastern Yiddish,Indo-European
yde,Yangum Dey,Torricelli
ydg,Yadgha,Indo-European
yea,Ravula,Dravidian
yec,Yeniche,Mixed language
yee,Yimas,Ramu-Lower Sepik
yei,Yeni,Unclassified
yej,Yevanic,Indo-European
yel,Yela,Niger-Congo
yer,Tarok,Niger-Congo
yes,Nyankpa,Niger-Congo
yet,Yetfa,Unclassified
yeu,Yerukula,Dravidian
yev,Yeri,Torricelli
yey,Yeyi,Niger-Congo
yga,Malyangapa,Australian
ygl,Yangum Gel,Torricelli
ygm,Tandɨ,Trans-New Guinea
ygp,Gepo,Sino-Tibetan
ygr,Yagaria,Trans-New Guinea
ygs,Yolngu Sign Language,Sign language
ygu,Yugul,Australian
ygw,Yagwoia,Trans-New Guinea
yha,"Buyang, Baha",Kra-Dai
yhd,"Arabic, Judeo-Iraqi",Afro-Asiatic
yhl,"Phowa, Hlepho",Sino-Tibetan
yhs,Yan-nhangu Sign Language,Sign language
yia,Yinggarda,Australian
yif,Ache,Sino-Tibetan
yig,"Nasu, Wusa",Sino-Tibetan
yih,Western Yiddish,Indo-European
yii,Yidiny,Australian
yij,Yindjibarndi,Australian
yil,Yindjilandji,Australian
yim,Yimchungru Naga,Sino-Tibetan
yin,Riang Lai,Austro-Asiatic
yip,Pholo,Sino-Tibetan
yiq,Miqie,Sino-Tibetan
yir,"Awyu, North",Trans-New Guinea
